
id,Pokémon,Type,Talent,Tier,PV,Atq,Def,Ats,Defs,Vit
477,Noctunoir,Spectre,"Pression
Fouille",ZU,45,100,135,65,135,45
478,Momartik,"Glace
Spectre","Rideau Neige
Corps Maudit",ZU,70,80,70,80,70,110
479,Motisma,"Électrik
Spectre",Lévitation,ZU,50,50,77,95,77,91
479,Motisma Lavage,"Électrik
Eau",Lévitation,UU,50,65,107,105,107,86
479,Motisma Tonte,"Électrik
Plante",Lévitation,ZU,50,65,107,105,107,86
479,Motisma Froid,"Électrik
Glace",Lévitation,ZU,50,65,107,105,107,86
479,Motisma Chaleur,"Électrik
Feu",Lévitation,PU,50,65,107,105,107,86
479,Motisma Hélice,"Électrik
Vol",Lévitation,ZU,50,65,107,105,107,86
480,Créhelf,Psy,Lévitation,PU,75,75,130,75,130,95
481,Créfollet,Psy,Lévitation,ZU,80,105,105,105,105,80
482,Créfadet,Psy,Lévitation,RU,75,125,70,125,70,115
483,Dialga,"Acier
Dragon","Pression
Télépathe",Uber,100,120,120,150,100,90
483,Dialga Originel,"Acier
Dragon","Pression
Télépathe",Uber,100,100,120,150,120,90
484,Palkia,"Eau
Dragon","Pression
Télépathe",Uber,90,120,100,150,120,100
484,Palkia Originel,"Eau
Dragon","Pression
Télépathe",Uber,90,100,100,150,120,120
485,Heatran,"Feu
Acier","Torche
Corps Ardent",UU,91,90,106,130,106,77
486,Regigigas,Normal,Début Calme,ZU,110,160,110,80,110,100
487,Giratina,"Spectre
Dragon","Pression
Télépathe",Uber,150,100,120,100,120,90
487,Giratina Originel,"Spectre
Dragon",Lévitation,Uber,150,120,100,120,100,90
488,Cresselia,Psy,Lévitation,NUBL,120,70,110,75,120,85
489,Phione,Eau,Hydratation,ZU,80,80,80,80,80,80
490,Manaphy,Eau,Hydratation,UU,100,100,100,100,100,100
491,Darkrai,Ténèbres,Mauvais Rêve,OU,70,90,90,135,90,125
492,Shaymin,Plante,Médic Nature,ZU,100,100,100,100,100,100
492,Shaymin Céleste,"Plante
Vol",Sérénité,Uber,100,103,75,120,75,127
493,Arceus,Normal,Multitype,Uber,120,120,120,120,120,120
493,Arceus Électrik,Électrik,Multitype,Uber,120,120,120,120,120,120
493,Arceus Feu,Feu,Multitype,Uber,120,120,120,120,120,120
493,Arceus Ténèbres,Ténèbres,Multitype,Uber,120,120,120,120,120,120
493,Arceus Dragon,Dragon,Multitype,Uber,120,120,120,120,120,120
493,Arceus Sol,Sol,Multitype,Uber,120,120,120,120,120,120
493,Arceus Fée,Fée,Multitype,Uber,120,120,120,120,120,120
493,Arceus Combat,Combat,Multitype,Uber,120,120,120,120,120,120
493,Arceus Psy,Psy,Multitype,Uber,120,120,120,120,120,120
493,Arceus Vol,Vol,Multitype,Uber,120,120,120,120,120,120
493,Arceus Roche,Roche,Multitype,Uber,120,120,120,120,120,120
493,Arceus Plante,Plante,Multitype,Uber,120,120,120,120,120,120
493,Arceus Insecte,Insecte,Multitype,Uber,120,120,120,120,120,120
493,Arceus Glace,Glace,Multitype,Uber,120,120,120,120,120,120
493,Arceus Poison,Poison,Multitype,Uber,120,120,120,120,120,120
493,Arceus Eau,Eau,Multitype,Uber,120,120,120,120,120,120
493,Arceus Spectre,Spectre,Multitype,Uber,120,120,120,120,120,120
493,Arceus Acier,Acier,Multitype,Uber,120,120,120,120,120,120
494,Victini,"Psy
Feu",Victorieux,Untiered,100,100,100,100,100,100
495,Vipélierre,Plante,"Engrais
Contestation",NFE,45,45,55,45,55,63
496,Lianaja,Plante,"Engrais
Contestation",NFE,60,60,75,60,75,83
497,Majaspic,Plante,"Engrais
Contestation",RUBL,75,75,95,75,95,113
498,Gruikui,Feu,"Brasier
Isograisse",LC,65,63,45,45,45,45
499,Grotichon,"Feu
Combat","Brasier
Isograisse",NFE,90,93,55,70,55,55
500,Roitiflam,"Feu
Combat","Brasier
Téméraire",(PU),110,123,65,100,65,65
501,Moustillon,Eau,"Torrent
Coque Armure",LC,55,55,45,63,45,45
502,Mateloutre,Eau,"Torrent
Coque Armure",NFE,75,75,60,83,60,60
503,Clamiral,Eau,"Torrent
Coque Armure",ZU,95,100,85,108,70,70
503,Clamiral de Hisui,"Eau
Ténèbres","Torrent
Incisif",OU,90,108,80,100,65,85
504,Ratentif,Normal,"Fuite
Regard Vif
Analyste",Untiered,45,55,39,35,39,42
505,Miradar,Normal,"Lumiattirance
Regard Vif
Analyste",Untiered,60,85,69,60,69,77
506,Ponchiot,Normal,"Esprit Vital
Ramassage
Fuite",Untiered,45,60,45,25,45,55
507,Ponchien,Normal,"Intimidation
Baigne Sable
Querelleur",Untiered,65,80,65,35,65,60
508,Mastouffe,Normal,"Intimidation
Baigne Sable
Querelleur",Untiered,85,110,90,45,90,80
509,Chacripan,Ténèbres,"Échauffement
Délestage
Farceur",Untiered,41,50,37,50,37,66
510,Léopardus,Ténèbres,"Échauffement
Délestage
Farceur",Untiered,64,88,50,88,50,106
511,Feuillajou,Plante,"Gloutonnerie
Engrais",Untiered,50,53,48,53,48,64
512,Feuiloutan,Plante,"Gloutonnerie
Engrais",Untiered,75,98,63,98,63,101
513,Flamajou,Feu,"Gloutonnerie
Brasier",Untiered,50,53,48,53,48,64
514,Flamoutan,Feu,"Gloutonnerie
Brasier",Untiered,75,98,63,98,63,101
515,Flotajou,Eau,"Gloutonnerie
Torrent",Untiered,50,53,48,53,48,64
516,Flotoutan,Eau,"Gloutonnerie
Torrent",Untiered,75,98,63,98,63,101
517,Munna,Psy,"Prédiction
Synchro
Télépathe",Untiered,76,25,45,67,55,24
518,Mushana,Psy,"Prédiction
Synchro
Télépathe",Untiered,116,55,85,107,95,29
519,Poichigeon,"Normal
Vol","Coeur de Coq
Chanceux
Rivalité",Untiered,50,55,50,36,30,43
520,Colombeau,"Normal
Vol","Coeur de Coq
Chanceux
Rivalité",Untiered,62,77,62,50,42,65
521,Déflaisan,"Normal
Vol","Coeur de Coq
Chanceux
Rivalité",Untiered,80,115,80,65,55,93
522,Zébibron,Électrik,"Paratonnerre
Motorisé
Herbivore",LC,45,60,32,50,32,76
523,Zéblitz,Électrik,"Paratonnerre
Motorisé
Herbivore",ZU,75,100,63,80,63,116
524,Nodulithe,Roche,"Fermeté
Armurouillée
Force Sable",Untiered,55,75,85,25,25,15
525,Géolithe,Roche,"Fermeté
Armurouillée
Force Sable",Untiered,70,105,105,50,40,20
526,Gigalithe,Roche,"Fermeté
Sable Volant
Force Sable",Untiered,85,135,130,60,80,25
527,Chovsourir,"Psy
Vol","Inconscient
Maladresse
Simple",Untiered,65,45,43,55,43,72
528,Rhinolove,"Psy
Vol","Inconscient
Maladresse
Simple",Untiered,67,57,55,77,55,114
529,Rototaupe,Sol,"Baigne Sable
Force Sable
Brise Moule",LC,60,85,40,30,45,68
530,Minotaupe,"Sol
Acier","Baigne Sable
Force Sable
Brise Moule",UU,110,135,60,50,65,88
531,Nanméouïe,Normal,"Coeur Soin
Régé-Force
Maladresse",Untiered,103,60,86,60,86,50
531,Méga Nanméouïe,"Normal
Fée",Coeur Soin,Untiered,103,60,126,80,126,50
532,Charpenti,Combat,"Cran
Sans Limite
Poing de Fer",LC,75,80,55,25,35,35
533,Ouvrifier,Combat,"Cran
Sans Limite
Poing de Fer",NFE,85,105,85,40,50,40
534,Bétochef,Combat,"Cran
Sans Limite
Poing de Fer",UU,105,140,95,55,65,45
535,Tritonde,Eau,"Glissade
Hydratation
Absorb Eau",Untiered,50,50,40,50,40,64
536,Batracné,"Eau
Sol","Glissade
Hydratation
Absorb Eau",Untiered,75,65,55,65,55,69
537,Crapustule,"Eau
Sol","Glissade
Toxitouche
Absorb Eau",Untiered,105,95,75,85,75,74
538,Judokrak,Combat,"Cran
Attention
Brise Moule",Untiered,120,100,85,30,85,45
539,Karaclée,Combat,"Fermeté
Attention
Brise Moule",Untiered,75,125,75,30,75,85
540,Larveyette,"Insecte
Plante","Essaim
Chlorophylle
Envelocape",LC,45,53,70,40,60,42
541,Couverdure,"Insecte
Plante","Feuille Garde
Chlorophylle
Envelocape",NFE,55,63,90,50,80,42
542,Manternel,"Insecte
Plante","Essaim
Chlorophylle
Envelocape",ZU,75,103,80,70,80,92
543,Venipatte,"Insecte
Poison","Point Poison
Essaim
Turbo",Untiered,30,45,59,30,39,57
544,Scobolide,"Insecte
Poison","Point Poison
Essaim
Turbo",Untiered,40,55,99,40,79,47
545,Brutapode,"Insecte
Poison","Point Poison
Essaim
Turbo",Untiered,60,100,89,55,69,112
546,Doudouvet,"Plante
Fée","Farceur
Infiltration
Chlorophylle",LC,40,27,60,37,50,66
547,Farfaduvet,"Plante
Fée","Farceur
Infiltration
Chlorophylle",ZU,60,67,85,77,75,116
548,Chlorobule,Plante,"Chlorophylle
Tempo Perso
Feuille Garde",LC,45,35,50,70,50,30
549,Fragilady,Plante,"Chlorophylle
Tempo Perso
Feuille Garde",ZU,70,60,75,110,75,90
549,Fragilady de Hisui,"Plante
Combat","Chlorophylle
Agitation
Feuille Garde",NUBL,70,105,75,50,75,105
550,Bargantua Motif Rouge,Eau,"Téméraire
Adaptabilité
Brise Moule",ZU,70,92,65,80,55,98
550,Bargantua Motif Bleu,Eau,"Tête de Roc
Adaptabilité
Brise Moule",ZU,70,92,65,80,55,98
550,Bargantua Motif Blanc,Eau,"Phobique
Adaptabilité
Brise Moule",ZU,70,92,65,80,55,98
551,Mascaïman,"Sol
Ténèbres","Intimidation
Impudence
Colérique",LC,50,72,35,35,35,65
552,Escroco,"Sol
Ténèbres","Intimidation
Impudence
Colérique",NFE,60,82,45,45,45,74
553,Crocorible,"Sol
Ténèbres","Intimidation
Impudence
Colérique",RU,95,117,80,65,70,92
554,Darumarond,Feu,"Agitation
Attention",Untiered,70,90,45,15,45,50
554,Darumarond de Galar,Glace,"Agitation
Attention",Untiered,70,90,45,15,45,50
555,Darumacho,Feu,"Sans Limite
Mode Transe",Untiered,105,140,55,30,55,95
555,Darumacho de Galar Mode Transe,"Glace
Feu",Mode Transe,Untiered,105,160,55,30,55,135
555,Darumacho Mode Transe,"Feu
Psy",Mode Transe,Untiered,105,30,105,140,105,55
555,Darumacho de Galar,Glace,"Entêtement
Mode Transe",Untiered,105,140,55,30,55,95
556,Maracachi,Plante,"Absorb Eau
Chlorophylle
Lavabo",Untiered,75,86,67,106,67,60
557,Crabicoque,"Insecte
Roche","Fermeté
Coque Armure
Armurouillée",Untiered,50,65,85,35,35,55
558,Crabaraque,"Insecte
Roche","Fermeté
Coque Armure
Armurouillée",Untiered,70,105,125,65,75,45
559,Baggiguane,"Ténèbres
Combat","Mue
Impudence
Intimidation",NFE,50,75,70,35,70,48
560,Baggaïd,"Ténèbres
Combat","Mue
Impudence
Intimidation",NU,65,90,115,45,115,58
561,Cryptéro,"Psy
Vol","Peau Miracle
Garde Magik
Lentiteintée",Untiered,72,58,80,103,80,97
562,Tutafeh,Spectre,Momie,Untiered,38,30,85,55,65,30
562,Tutafeh de Galar,"Sol
Spectre",Âme Vagabonde,Untiered,38,55,85,30,65,30
563,Tutankafer,Spectre,Momie,Untiered,58,50,145,95,105,30
564,Carapagos,"Eau
Roche","Solide Roc
Fermeté
Glissade",Untiered,54,78,103,53,45,22
565,Mégapagos,"Eau
Roche","Solide Roc
Fermeté
Glissade",Untiered,74,108,133,83,65,32
566,Arkéapti,"Roche
Vol",Défaitiste,Untiered,55,112,45,74,45,70
567,Aéroptéryx,"Roche
Vol",Défaitiste,Untiered,75,140,65,112,65,110
568,Miamiasme,Poison,"Puanteur
Glue
Boom Final",Untiered,50,50,62,40,62,65
569,Miasmax,Poison,"Puanteur
Armurouillée
Boom Final",Untiered,80,95,82,60,82,75
569,Miasmax Gigamax,Poison,"Puanteur
Armurouillée
Boom Final",Untiered,80,95,82,60,82,75
570,Zorua,Ténèbres,Illusion,LC,40,65,40,80,40,65
570,Zorua de Hisui,"Normal
Spectre",Illusion,LC,35,60,40,85,40,70
571,Zoroark,Ténèbres,Illusion,PU,60,105,60,120,60,105
571,Zoroark de Hisui,"Normal
Spectre",Illusion,RUBL,55,100,60,125,60,110
572,Chinchidou,Normal,"Joli Sourire
Technicien
Multi-Coups",LC,55,50,40,40,40,75
573,Pashmilla,Normal,"Joli Sourire
Technicien
Multi-Coups",NU,75,95,60,65,60,115
574,Scrutella,Psy,"Fouille
Battant
Marque Ombre",LC,45,30,50,55,65,45
575,Mesmérella,Psy,"Fouille
Battant
Marque Ombre",NFE,60,45,70,75,85,55
576,Sidérella,Psy,"Fouille
Battant
Marque Ombre",ZU,70,55,95,95,110,65
577,Nucléos,Psy,"Envelocape
Garde Magik
Régé-Force",LC,45,30,40,105,50,20
578,Méios,Psy,"Envelocape
Garde Magik
Régé-Force",NFE,65,40,50,125,60,30
579,Symbios,Psy,"Envelocape
Garde Magik
Régé-Force",RU,110,65,75,125,85,30
580,Couaneton,"Eau
Vol","Regard Vif
Coeur de Coq
Hydratation",LC,62,44,50,44,50,55
581,Lakmécygne,"Eau
Vol","Regard Vif
Coeur de Coq
Hydratation",ZU,75,87,63,87,63,98
582,Sorbébé,Glace,"Corps Gel
Rideau Neige
Armurouillée",Untiered,36,50,50,65,60,44
583,Sorboul,Glace,"Corps Gel
Rideau Neige
Armurouillée",Untiered,51,65,65,80,75,59
584,Sorbouboul,Glace,"Corps Gel
Alerte Neige
Armurouillée",Untiered,71,95,85,110,95,79
585,Vivaldaim du Printemps,"Normal
Plante","Chlorophylle
Herbivore
Sérénité",LC,60,60,50,40,50,75
586,Haydaim,"Normal
Plante","Chlorophylle
Herbivore
Sérénité",ZU,80,100,70,60,70,95
587,Emolga,"Électrik
Vol","Statik
Motorisé",Untiered,55,75,60,75,60,103
588,Carabing,Insecte,"Essaim
Mue
Annule Garde",Untiered,50,75,45,40,45,60
589,Lançargot,"Insecte
Acier","Essaim
Coque Armure
Envelocape",Untiered,70,135,105,60,105,20
590,Trompignon,"Plante
Poison","Pose Spore
Régé-Force",LC,69,55,45,55,55,15
591,Gaulet,"Plante
Poison","Pose Spore
Régé-Force",PU,114,85,70,85,80,30
592,Viskuse,"Eau
Spectre","Absorb Eau
Corps Maudit
Moiteur",Untiered,55,40,50,65,85,40
593,Moyade,"Eau
Spectre","Absorb Eau
Corps Maudit
Moiteur",Untiered,100,60,70,85,105,60
594,Mamanbo,Eau,"Coeur Soin
Hydratation
Régé-Force",OU,165,75,80,40,45,65
595,Statitik,"Insecte
Électrik","Oeil Composé
Tension
Essaim",LC,50,47,50,57,50,65
596,Mygavolt,"Insecte
Électrik","Oeil Composé
Tension
Essaim",NU,70,77,60,97,60,108
597,Grindur,"Plante
Acier",Épine de Fer,Untiered,44,50,91,24,86,10
598,Noacier,"Plante
Acier","Épine de Fer
Anticipation",Untiered,74,94,131,54,116,20
599,Tic,Acier,"Plus
Minus
Corps Sain",Untiered,40,55,70,45,60,30
600,Clic,Acier,"Plus
Minus
Corps Sain",Untiered,60,80,95,70,85,50
601,Cliticlic,Acier,"Plus
Minus
Corps Sain",Untiered,60,100,115,70,85,90
602,Anchwatt,Électrik,Lévitation,LC,35,55,40,45,40,60
603,Lampéroie,Électrik,Lévitation,NFE,65,85,70,75,70,40
604,Ohmassacre,Électrik,Lévitation,ZU,85,115,80,105,80,50
605,Lewsor,Psy,"Télépathe
Synchro
Analyste",Untiered,55,55,55,85,55,30
606,Neitram,Psy,"Télépathe
Synchro
Analyste",Untiered,75,75,75,125,95,40
607,Funécire,"Spectre
Feu","Torche
Corps Ardent
Infiltration",LC,50,30,55,65,55,20
608,Mélancolux,"Spectre
Feu","Torche
Corps Ardent
Infiltration",NFE,60,40,60,95,60,55
609,Lugulabre,"Spectre
Feu","Torche
Corps Ardent
Infiltration",NU,60,55,90,145,90,80
610,Coupenotte,Dragon,"Rivalité
Brise Moule
Tension",LC,46,87,60,30,40,57
611,Incisache,Dragon,"Rivalité
Brise Moule
Tension",NFE,66,117,70,40,50,67
612,Tranchodon,Dragon,"Rivalité
Brise Moule
Tension",RUBL,76,147,90,60,70,97
613,Polarhume,Glace,"Rideau Neige
Chasse-Neige
Phobique",LC,55,70,40,60,40,40
614,Polagriffe,Glace,"Rideau Neige
Chasse-Neige
Glissade",ZU,95,130,80,70,80,50
615,Hexagel,Glace,Lévitation,ZU,80,50,50,95,135,105
616,Escargaume,Insecte,"Hydratation
Coque Armure
Envelocape",Untiered,50,40,85,40,65,25
617,Limaspeed,Insecte,"Hydratation
Glue
Délestage",Untiered,80,70,40,100,60,145
618,Limonde,"Sol
Électrik","Statik
Échauffement
Voile Sable",Untiered,109,66,84,81,99,32
618,Limonde de Galar,"Sol
Acier",Mimétisme,Untiered,109,81,99,66,84,32
619,Kungfouine,Combat,"Attention
Régé-Force
Téméraire",LC,45,85,50,55,50,65
620,Shaofouine,Combat,"Attention
Régé-Force
Téméraire",NUBL,65,125,60,95,60,105
621,Drakkarmin,Dragon,"Peau Dure
Sans Limite
Brise Moule",Untiered,77,120,90,60,90,48
622,Gringolem,"Sol
Spectre","Poing de Fer
Maladresse
Annule Garde",LC,59,74,50,35,50,35
623,Golemastoc,"Sol
Spectre","Poing de Fer
Maladresse
Annule Garde",PU,89,124,80,55,80,55
624,Scalpion,"Ténèbres
Acier","Acharné
Attention
Pression",LC,45,85,70,40,40,60
625,Scalproie,"Ténèbres
Acier","Acharné
Attention
Pression",RU,65,125,100,60,70,70
626,Frison,Normal,"Téméraire
Herbivore
Anti-Bruit",Untiered,95,110,95,40,95,55
627,Furaiglon,"Normal
Vol","Regard Vif
Sans Limite
Agitation",NFE,70,83,50,37,50,60
628,Gueriaigle,"Normal
Vol","Regard Vif
Sans Limite
Acharné",NU,100,123,75,57,75,80
628,Gueriaigle de Hisui,"Psy
Vol","Regard Vif
Sans Limite
Lentiteintée",PU,110,83,70,112,70,65
629,Vostourno,"Ténèbres
Vol","Coeur de Coq
Envelocape
Armurouillée",LC,70,55,75,45,65,60
630,Vaututrice,"Ténèbres
Vol","Coeur de Coq
Envelocape
Armurouillée",UU,110,65,105,55,95,80
631,Aflamanoir,Feu,"Gloutonnerie
Torche
Écran Fumée",Untiered,85,97,66,105,66,65
632,Fermite,"Insecte
Acier","Essaim
Agitation
Absentéisme",Untiered,58,109,112,48,48,109
633,Solochi,"Ténèbres
Dragon",Agitation,LC,52,65,50,45,50,38
634,Diamat,"Ténèbres
Dragon",Agitation,NFE,72,85,70,65,70,58
635,Trioxhydre,"Ténèbres
Dragon",Lévitation,RUBL,92,105,90,125,90,98
636,Pyronille,"Insecte
Feu","Corps Ardent
Essaim",LC,55,85,55,50,55,60
637,Pyrax,"Insecte
Feu","Corps Ardent
Essaim",Uber,85,60,65,135,105,100
638,Cobaltium,"Acier
Combat",Coeur Noble,UU,91,90,129,90,72,108
639,Terrakium,"Roche
Combat",Coeur Noble,RU,91,129,90,72,90,108
640,Viridium,"Plante
Combat",Coeur Noble,ZU,91,90,72,90,129,108
641,Boréas,Vol,"Farceur
Acharné",NU,79,115,70,125,80,111
641,Boréas Totémique,Vol,Régé-Force,UU,79,100,80,110,90,121
642,Fulguris,"Électrik
Vol","Farceur
Acharné",RUBL,79,115,70,125,80,111
642,Fulguris Totémique,"Électrik
Vol",Absorb Volt,UU,79,105,70,145,80,101
643,Reshiram,"Dragon
Feu",TurboBrasier,Uber,100,120,100,150,120,90
644,Zekrom,"Dragon
Électrik",Téra-Voltage,Uber,100,150,120,120,100,90
645,Démétéros,"Sol
Vol","Force Sable
Sans Limite",Uber,89,125,90,115,80,101
645,Démétéros Totémique,"Sol
Vol",Intimidation,OU,89,145,90,105,80,91
646,Kyurem,"Dragon
Glace",Pression,OU,125,130,90,130,90,95
646,Kyurem Noir,"Dragon
Glace",Téra-Voltage,Uber,125,170,100,120,90,95
646,Kyurem Blanc,"Dragon
Glace",TurboBrasier,Uber,125,120,90,170,100,95
647,Keldeo,"Eau
Combat",Coeur Noble,UU,91,72,90,129,90,108
648,Meloetta,"Normal
Psy",Sérénité,NU,100,77,77,128,128,90
648,Meloetta Danse,"Normal
Combat",Sérénité,NU,100,128,90,77,77,128
649,Genesect,"Insecte
Acier",Télécharge,Untiered,71,120,95,120,95,99
650,Marisson,Plante,"Engrais
Pare-Balles",LC,56,61,65,48,45,38
651,Boguérisse,Plante,"Engrais
Pare-Balles",NFE,61,78,95,56,58,57
652,Blindépique,"Plante
Combat","Engrais
Pare-Balles",RU,88,107,122,74,75,64
653,Feunnec,Feu,"Brasier
Magicien",LC,40,45,40,62,60,60
654,Roussil,Feu,"Brasier
Magicien",NFE,59,59,58,90,70,73
655,Goupelin,"Feu
Psy","Brasier
Magicien",PU,75,69,72,114,100,104
656,Grenousse,Eau,"Torrent
Protéen",LC,41,56,40,62,44,71
657,Croâporal,Eau,"Torrent
Protéen",NFE,54,63,52,83,56,97
658,Amphinobi,"Eau
Ténèbres","Torrent
Synergie
Protéen",UU,72,95,67,103,71,122
658,Amphinobi de Sacha,"Eau
Ténèbres",Synergie,Untiered,72,145,67,153,71,132
659,Sapereau,Normal,"Ramassage
Bajoues
Coloforce",Untiered,38,36,38,32,36,57
660,Excavarenne,"Normal
Sol","Ramassage
Bajoues
Coloforce",Untiered,85,56,77,50,77,78
661,Passerouge,"Normal
Vol","Coeur de Coq
Ailes Bourrasque",LC,45,50,43,40,38,62
662,Braisillon,"Feu
Vol","Corps Ardent
Ailes Bourrasque",NFE,62,73,55,56,52,84
663,Flambusard,"Feu
Vol","Corps Ardent
Ailes Bourrasque",RU,78,81,71,74,69,126
664,Lépidonille,Insecte,"Écran Poudre
Oeil Composé
Garde Amie",LC,38,35,40,27,25,35
665,Pérégrain,Insecte,"Mue
Garde Amie",NFE,45,22,60,27,30,29
666,Prismillon,"Insecte
Vol","Écran Poudre
Oeil Composé
Garde Amie",ZU,80,52,50,90,50,89
667,Hélionceau,"Feu
Normal","Rivalité
Tension
Impudence",LC,62,50,58,73,54,72
668,Némélios,"Feu
Normal","Rivalité
Tension
Impudence",ZU,86,68,72,109,66,106
669,Flabébé Rouge,Fée,"Flora-Voile
Symbiose",LC,44,38,39,61,79,42
670,Floette Rouge,Fée,"Flora-Voile
Symbiose",NFE,54,45,47,75,98,52
670,Floette Fleur Éternelle,Fée,Flora-Voile,Untiered,74,65,67,125,128,92
671,Florges Rouge,Fée,"Flora-Voile
Symbiose",PU,78,65,68,112,154,75
672,Cabriolaine,Plante,"Herbivore
Toison Herbue",LC,66,65,48,62,57,52
673,Chevroum,Plante,"Herbivore
Toison Herbue",ZU,123,100,62,97,81,68
674,Pandespiègle,Combat,"Poing de Fer
Brise Moule
Querelleur",Untiered,67,82,62,46,48,43
675,Pandarbare,"Combat
Ténèbres","Poing de Fer
Brise Moule
Querelleur",Untiered,95,124,78,69,71,58
676,Couafarel,Normal,Toison Épaisse,Untiered,75,80,60,65,90,102
677,Psystigri,Psy,"Regard Vif
Infiltration
Tempo Perso",LC,62,48,54,63,60,68
678,Mistigrix Mâle,Psy,"Regard Vif
Infiltration
Farceur",ZU,74,48,76,83,81,104
678,Mistigrix Femelle,Psy,"Regard Vif
Infiltration
Battant",ZU,74,48,76,83,81,104
679,Monorpale,"Acier
Spectre",Annule Garde,Untiered,45,80,100,35,37,28
680,Dimoclès,"Acier
Spectre",Annule Garde,Untiered,59,110,150,45,49,35
681,Exagide,"Acier
Spectre",Déclic Tactique,Untiered,60,50,140,50,140,60
681,Exagide Mode Assaut,"Acier
Spectre",Déclic Tactique,Untiered,60,140,50,140,50,60
682,Fluvetin,Fée,"Coeur Soin
Aroma-Voile",Untiered,78,52,60,63,65,23
683,Cocotine,Fée,"Coeur Soin
Aroma-Voile",Untiered,101,72,72,99,89,29
684,Sucroquin,Fée,"Gluco-Voile
Délestage",Untiered,62,48,66,59,57,49
685,Cupcanaille,Fée,"Gluco-Voile
Délestage",Untiered,82,80,86,85,75,72
686,Sepiatop,"Ténèbres
Psy","Contestation
Ventouse
Infiltration",LC,53,54,53,37,46,45
687,Sepiatroce,"Ténèbres
Psy","Contestation
Ventouse
Infiltration",ZU,86,92,88,68,75,73
688,Opermine,"Roche
Eau","Griffe Dure
Sniper
Pickpocket",Untiered,42,52,67,39,56,50
689,Golgopathe,"Roche
Eau","Griffe Dure
Sniper
Pickpocket",Untiered,72,105,115,54,86,68
690,Venalgue,"Poison
Eau","Point Poison
Toxitouche
Adaptabilité",LC,50,60,60,60,60,30
691,Kravarech,"Poison
Dragon","Point Poison
Toxitouche
Adaptabilité",PUBL,65,75,90,97,123,44
692,Flingouste,Eau,Méga Blaster,LC,50,53,62,58,63,44
693,Gamblast,Eau,Méga Blaster,ZU,71,73,88,120,89,59
694,Galvaran,"Électrik
Normal","Peau Sèche
Voile Sable
Force Soleil",Untiered,44,38,33,61,43,70
695,Iguolta,"Électrik
Normal","Peau Sèche
Voile Sable
Force Soleil",Untiered,62,55,52,109,94,109
696,Ptyranidur,"Roche
Dragon","Prognathe
Fermeté",Untiered,58,89,77,45,45,48
697,Rexillius,"Roche
Dragon","Prognathe
Tête de Roc",Untiered,82,121,119,69,59,71
698,Amagara,"Roche
Glace","Peau Gelée
Alerte Neige",Untiered,77,59,50,67,63,46
699,Dragmara,"Roche
Glace","Peau Gelée
Alerte Neige",Untiered,123,77,72,99,92,58
700,Nymphali,Fée,"Joli Sourire
Peau Féérique",NU,95,65,65,110,130,60
701,Brutalibré,"Combat
Vol","Échauffement
Délestage
Brise Moule",UU,78,92,75,74,63,118
702,Dedenne,"Électrik
Fée","Bajoues
Ramassage
Plus",ZU,67,58,57,81,67,101
703,Strassie,"Roche
Fée","Corps Sain
Fermeté",ZU,50,50,150,50,150,50
704,Mucuscule,Dragon,"Herbivore
Hydratation
Poisseux",LC,45,50,35,55,75,40
705,Colimucus,Dragon,"Herbivore
Hydratation
Poisseux",NFE,68,75,53,83,113,60
705,Colimucus de Hisui,"Acier
Dragon","Herbivore
Coque Armure
Poisseux",NFE,58,75,83,83,113,40
706,Muplodocus,Dragon,"Herbivore
Hydratation
Poisseux",PU,90,100,70,110,150,80
706,Muplodocus de Hisui,"Acier
Dragon","Herbivore
Coque Armure
Poisseux",RU,80,100,100,110,150,60
707,Trousselin,"Acier
Fée","Farceur
Magicien",NU,57,80,91,80,87,75
708,Brocélôme,"Spectre
Plante","Médic Nature
Fouille
Récolte",LC,43,70,48,50,60,38
709,Desséliande,"Spectre
Plante","Médic Nature
Fouille
Récolte",ZU,85,110,76,65,82,56
710,Pitrouille,"Spectre
Plante","Ramassage
Fouille
Insomnia",Untiered,49,66,70,44,55,51
710,Pitrouille Mini,"Spectre
Plante","Ramassage
Fouille
Insomnia",Untiered,44,66,70,44,55,56
710,Pitrouille Ultra,"Spectre
Plante","Ramassage
Fouille
Insomnia",Untiered,59,66,70,44,55,41
710,Pitrouille Maxi,"Spectre
Plante","Ramassage
Fouille
Insomnia",Untiered,54,66,70,44,55,46
711,Banshitrouye,"Spectre
Plante","Ramassage
Fouille
Insomnia",Untiered,65,90,122,58,75,84
711,Banshitrouye Mini,"Spectre
Plante","Ramassage
Fouille
Insomnia",Untiered,55,85,122,58,75,99
711,Banshitrouye Maxi,"Spectre
Plante","Ramassage
Fouille
Insomnia",Untiered,75,95,122,58,75,69
711,Banshitrouye Ultra,"Spectre
Plante","Ramassage
Fouille
Insomnia",Untiered,85,100,122,58,75,54
712,Grelaçon,Glace,"Tempo Perso
Corps Gel
Fermeté",LC,55,69,85,32,35,28
713,Séracrawl,Glace,"Tempo Perso
Corps Gel
Fermeté",NU,95,117,184,44,46,28
713,Séracrawl de Hisui,"Glace
Roche","Prognathe
Corps Gel
Fermeté",PU,95,127,184,34,36,38
714,Sonistrelle,"Vol
Dragon","Fouille
Infiltration
Télépathe",LC,40,30,35,45,40,55
